price;totsp;livesp;kitsp;dist;metrdist;walk;brick;floor;code
120;77;43;8;10.5;10;0;0;1;3
115;76;45;10;12;15;0;0;1;7
165;74;41;9;6.5;5;1;1;1;2
125;77;46;10;10.5;15;1;0;1;7
103;67;43;9;13.5;10;0;0;1;1
130;72;47;10;13.5;7;1;1;0;1
129;59;41;6;9;5;1;1;0;3
80;52;34;6;17;10;1;0;0;4
190;84;55;9;4.5;5;1;1;1;8
130;72;42;9;12;5;1;0;1;1
86;56;42;5;6.5;5;1;1;0;5
190;106;58;24;9;5;0;0;1;4
132;84;52;11;12.7;20;1;0;1;5
170;80;45;13;12;10;1;0;1;8
118;78;52;9;11;5;1;1;1;5
78;63;47;6;13.5;5;0;1;1;6
77;56;38;6;13.5;10;0;1;0;1
77;50;34;6;13.5;2;1;0;1;6
105;75;45;10;14.5;10;0;0;1;3
150;76;45;10;12;5;1;0;1;1
143;75;45;9;10.5;7;1;0;1;3
350;113;85;20;9;10;1;0;1;3
110;70;40;9;13.5;5;1;0;0;6
159;107;64;13;14.5;10;0;1;1;3
135;75;46;10;7;12;0;0;1;4
89;60;43;6;15.5;5;1;1;1;1
170;76;50;10;5;5;1;1;1;4
89;55;37;6;10.5;10;1;1;1;3
115;64;44;7;12;5;0;0;1;7
110;77;40;11;12.7;15;1;0;1;5
84;59;44;6;12;10;1;0;1;5
130;78;46;10;14.5;7;1;0;1;2
87;90;57;13;14.5;15;1;1;1;2
79;60;44;6;15.5;15;1;0;0;1
115;60;39;6;4.5;10;1;0;1;8
95;67;41;9;13.5;7;0;0;1;6
98;64;42;7;14.5;5;0;0;1;3
83;64;42;9;17;10;0;0;0;2
130;82;54;8;3.5;10;1;1;1;7
105;56;43;6;3;10;1;1;1;1
124;77;44;10;14.5;5;0;0;1;2
107;65;39;8;12.5;20;1;0;1;2
180;83;53;8;12;5;1;1;1;7
110;76;45;10;13;10;1;0;1;5
157;75;53;10;12.5;5;1;0;1;2
210;105;55;14;17;5;0;0;1;2
95;64;45;6;12.5;10;1;0;1;2
371;120;59;15;7;10;0;0;1;4
145;73;45;7;9;1;1;1;1;4
85;58;43;5;7;10;0;0;1;4
87;58;40;6;6.5;5;1;0;0;2
118;84;48;9;12.7;5;0;0;1;5
86;58;38;8;11.5;7;1;0;1;6
157;80;48;9;7;5;0;0;1;4
190;73;54;9;3;10;1;1;1;1
85;65;43;5;7.5;5;1;1;1;8
140;80;51;7;7.5;7;1;1;1;8
85;55;42;6;14.5;5;1;1;1;3
78;58;37;6;12;10;0;0;1;7
185;80;53;9;7.5;10;1;1;1;8
162;75;52;12;3.5;5;1;1;1;7
164;90;52;13;10;3;1;1;1;6
210;81;48;10;3;5;1;1;1;1
99;63;38;8;10.5;5;1;0;0;3
125;75;52;9;10.5;5;0;1;1;3
85;60;43;6;12;5;1;0;1;5
225;92;48;13;9;1;1;1;1;4
85;61;45;6;13.5;15;1;0;1;6
112;77;45;10;17;10;0;0;1;2
135;83;53;9;13.5;10;0;0;1;1
235;101;59;15;8;7;1;1;1;1
147;76;46;10;12;3;1;0;1;8
93;55;39;6;8;10;1;1;0;1
105;75;46;10;13;7;0;0;0;5
105;69;43;6;17;5;1;0;1;4
185;95;57;12;5;5;1;0;0;4
110;75;52;9;11.5;10;1;1;0;6
215;86;58;12;3;5;1;1;1;1
175;79;47;9;14.5;7;1;1;1;3
99;62;39;8;17;10;1;0;1;2
144;80;48;13;15.5;10;1;0;1;1
98;74;46;11;12.5;10;0;1;0;3
135;72;46;8;10;5;1;0;1;6
140;78;46;9;10.5;10;1;1;1;7
205;88;59;9;9;10;1;1;0;3
145;84;53;10;15.5;15;1;0;1;1
150;86;53;9;11.5;1;1;0;1;6
110;59;38;8;14.5;5;0;0;1;3
285;90;57;7;3;3;1;0;1;1
98;54;36;5;3.5;12;1;1;1;7
135;80;45;13;12.5;5;0;0;1;3
95;54;38;6;10.5;5;1;0;1;7
150;80;48;13;14.5;10;0;0;1;3
105;72;43;10;12;10;1;0;1;5
105;65;39;8;12;5;0;0;1;7
105;53;39;5;3.5;7;1;1;0;7
125;67;46;8;12.5;15;1;0;1;3
95;65;45;7;14.5;12;1;0;1;2
115;77;51;7;5;5;1;1;0;4
110;65;45;11;7;7;1;0;1;4
143;93;57;9;10.5;5;0;1;1;3
165;77;44;10;8;10;1;0;1;1
168;75;46;10;6.5;1;1;1;1;2
96;60;38;6;12;5;0;0;1;7
180;88;55;11;6;3;1;0;1;6
105;74;45;10;13;10;1;0;0;5
81;53;34;6;13;15;1;0;0;5
87;58;37;7;13.5;15;0;0;1;1
177;103;54;11;9;5;1;0;1;3
119;80;51;8;11.5;15;1;0;1;6
120;81;48;8;13;7;1;0;1;5
132;88;63;8;8;5;1;1;1;1
85;59;38;6;13.5;10;1;0;1;6
140;74;45;10;12.5;2;1;0;1;2
90;60;43;6;13.5;5;0;0;0;6
455;192;92;18;7.5;5;1;0;1;3
194;105;58;11;9;5;1;0;1;3
170;65;45;7;7.5;2;1;1;1;3
100;57;40;6;8;5;1;0;1;1
140;80;51;10;13.5;10;1;1;1;1
160;101;51;15;7;7;1;0;1;5
130;83;48;9;12.7;5;1;0;1;5
185;66;44;6;9;3;1;1;0;3
120;84;45;11;7;10;1;0;1;5
360;103;80;14;3;3;1;1;1;1
99;63;43;9;13.5;7;0;0;1;1
120;60;37;8;12;8;0;0;1;1
118;63;37;8;14.5;5;1;0;1;3
130;96;57;9;7.5;5;0;1;1;8
113;76;46;10;13;7;1;0;1;5
107;67;41;9;12.5;10;1;0;1;2
134;69;47;8;5;10;1;0;1;4
110;86;53;9;10.5;5;0;0;0;3
170;100;57;10;13.5;15;0;0;0;6
100;77;41;10;12.7;10;1;0;1;5
90;61;45;6;13.5;15;1;0;1;6
108;75;50;10;12;3;1;0;1;5
105;83;48;9;13;15;1;0;1;5
88;51;34;6;14.5;10;1;0;1;3
80;60;44;6;13.5;5;1;0;1;6
130;75;48;13;12.7;5;0;0;1;5
170;53;33;9;3;10;1;1;1;1
220;83;53;9;4.5;5;1;0;0;8
104;72;46;11;12.5;10;0;1;0;3
105;68;46;8;15.5;10;1;0;0;1
165;90;58;11;4.5;7;0;0;1;8
130;77;53;9;7;8;1;1;1;4
167;74;43;10;14.5;5;1;0;1;2
114;75;54;7;12;7;1;1;1;7
113;54;34;11;3;10;1;0;1;1
145;76;48;9;13.5;10;0;0;1;6
112;63;45;7;13.5;7;0;0;1;1
106;83;44;10;12;10;0;0;1;7
105;77;54;8;10.5;12;1;0;0;7
107;68;46;8;10.5;10;0;0;1;3
130;81;56;9;6;7;1;1;0;6
94;65;40;8;14.5;15;1;0;1;2
105;78;44;10;13;15;1;0;1;5
240;105;55;23;10;5;1;0;1;6
150;97;63;11;10;7;1;0;1;6
87;63;42;7;13.5;7;1;0;1;6
116;77;45;10;6;7;0;0;1;6
105;66;44;7;13.5;10;1;0;1;6
150;76;45;10;7;10;0;0;1;4
95;60;44;6;12;10;1;0;0;8
82;59;45;6;10;7;1;1;0;6
210;94;59;11;12.7;2;1;1;1;5
150;85;61;8;12;7;1;1;1;8
179;77;43;10;8;10;1;0;1;1
75;55;36;6;14.5;7;0;1;0;2
185;108;65;12;13.5;10;0;0;1;6
120;76;51;9;13.5;5;1;0;1;6
100;79;51;10;13.5;10;0;0;1;6
158;78;49;14;9;4;1;1;1;4
155;74;43;10;9;5;0;0;1;4
139;68;46;8;9;5;1;0;1;4
140;78;45;10;12;2;1;0;1;7
115;76;54;9;13;5;1;0;0;5
94;64;43;9;12;7;1;0;1;5
180;72;45;10;3;3;1;1;1;1
340;125;70;18;7;10;0;1;1;4
100;78;44;9;13.5;20;0;0;1;1
77;60;44;6;13;15;1;0;0;5
102;74;43;10;17;12;0;0;1;2
135;68;32;13;3;10;1;1;1;1
108;58;41;6;9;3;1;1;1;4
134;83;44;10;13;10;1;0;0;5
103;76;45;10;13;5;0;0;1;5
135;82;48;9;10.5;10;0;0;0;3
85;57;42;6;7.5;15;1;1;1;8
78;52;34;6;13;15;1;0;1;5
113;78;44;10;12;10;1;1;0;5
140;68;44;10;5;7;1;0;1;4
125;78;53;8;8;10;1;0;0;1
86;55;40;5;7;2;0;0;1;4
130;80;38;11;12.7;10;1;0;1;5
117;77;44;10;17;3;1;0;0;2
135;75;46;10;11;10;1;0;1;5
120;80;45;13;12;10;1;0;1;5
116;76;45;10;7;10;1;0;1;5
131;74;42;10;13.5;10;1;0;1;1
230;92;60;14;9;10;1;0;0;3
76;53;39;6;12;10;1;0;1;5
108;78;46;10;12.7;10;1;0;1;5
140;74;53;8;11;5;1;1;1;8
110;60;41;6;12;10;1;0;1;8
90;60;43;6;12;5;0;0;1;7
136;78;48;9;12.5;15;1;0;1;2
126;84;56;9;3.5;4;1;1;1;7
120;65;44;8;9;5;1;0;1;4
93;63;40;8;11;12;1;0;1;5
260;110;56;15;12.5;3;1;1;1;2
152;95;62;10;12.7;5;1;0;1;5
185;80;45;13;12;5;0;0;1;8
145;75;46;10;7;10;0;0;1;4
77;61;45;6;13.5;5;0;0;0;6
106;68;47;8;13.5;7;0;0;1;6
102;76;46;10;12;15;0;0;0;7
128;78;54;9;6.5;5;1;0;1;5
75;51;36;6;17;5;0;0;1;2
89;60;44;6;10.5;3;1;0;1;7
135;81;53;8;11.5;4;1;1;1;6
90;55;37;6;7.5;7;0;0;1;8
135;76;44;9;5;7;1;1;1;4
108;73;51;8;12.5;15;0;1;1;3
114;79;45;13;14.5;7;0;0;1;3
95;64;39;8;12.5;10;1;0;0;2
230;109;58;18;12.7;2;1;0;1;5
128;72;53;8;3;10;1;1;0;1
168;104;60;16;12;10;1;0;1;1
85;57;37;5;12;7;0;0;1;8
170;80;50;8;9;15;0;1;1;3
87;56;35;6;12;7;1;0;1;8
190;87;62;10;4.5;5;1;1;1;8
154;72;42;11;6.5;5;1;0;1;2
129;69;42;9;14.5;15;1;0;1;3
80;61;44;7;12;5;0;0;1;7
89;60;45;6;13.5;10;0;0;1;1
112;77;45;10;10;7;0;0;1;6
160;93;57;12;12.7;5;1;0;1;5
118;83;44;10;12.7;10;1;0;1;5
115;75;47;10;13;10;1;0;1;5
165;84;57;9;10.5;7;1;0;0;3
90;57;40;5;13.5;10;1;1;1;1
160;82;54;8;9;7;1;1;1;4
97;55;35;6;9;7;0;0;1;4
165;74;41;9;6.5;5;1;1;1;2
162;90;53;13;10;7;1;1;1;6
212;119;70;17;9;5;0;1;1;4
190;72;46;10;9;5;1;1;1;4
120;80;52;14;12;7;1;0;1;5
94;61;38;9;12;5;0;0;1;7
145;73;43;11;9;10;0;0;1;4
73;53;34;6;7.5;3;1;1;0;3
90;60;40;7;13.5;9;1;0;1;6
79;54;35;5;12.5;10;0;1;1;3
82;61;40;6;13.5;10;0;0;1;1
140;83;53;12;12;15;0;0;1;7
105;77;45;10;14.5;10;0;0;1;3
97;56;43;5;6.5;7;1;1;1;5
280;145;66;16;12.7;3;1;0;0;5
92;59;41;6;11;10;1;1;1;8
80;58;38;7;13.5;5;0;0;1;6
110;65;45;7;13.5;7;1;0;1;1
160;98;52;12;10;7;1;0;1;6
120;77;45;10;13.5;5;0;0;1;6
165;100;54;12;6.5;3;1;0;1;5
147;111;65;16;14.5;6;0;1;1;3
96;60;45;6;15.5;5;1;0;1;1
75;65;45;7;14.5;10;0;0;1;3
125;90;54;8;12;15;0;0;1;7
125;80;47;10;12;15;0;0;1;7
87;64;45;9;15.5;12;1;0;0;1
115;76;45;11;12;5;1;0;1;1
200;100;66;21;9;15;1;1;1;3
115;84;53;12;12.7;15;1;0;1;5
120;64;46;6;7;3;1;0;1;4
107;64;44;9;15.5;5;1;0;1;1
112;60;39;6;3.5;3;1;0;1;7
94;60;44;6;15.5;5;1;0;1;1
115;64;45;7;13.5;5;1;0;1;1
110;66;45;10;11.5;10;1;0;1;6
107;75;53;9;11.5;10;1;1;0;6
77;60;43;6;12;6;0;0;1;7
96;65;45;7;12.5;15;1;1;1;2
118;78;46;10;13.5;10;1;0;1;6
95;66;44;10;14.5;7;0;0;1;3
123;77;45;10;17;7;1;0;1;2
110;70;40;6;12;2;1;1;0;8
162;90;61;10;10.5;3;1;1;1;3
85;58;45;6;10;3;1;0;1;6
113;70;50;9;6;10;1;0;0;6
125;80;45;13;12;5;0;1;1;5
78;52;35;6;12;10;1;0;1;7
109;75;45;10;13.5;5;1;0;0;1
230;110;52;17;11.5;5;1;1;1;6
85;59;42;6;10.5;7;0;0;0;3
125;76;45;10;13.5;10;0;0;1;6
130;73;41;10;12;5;0;0;1;7
80;58;38;6;7;10;1;0;1;5
200;102;73;10;9;7;1;0;1;3
73;51;34;6;12;7;1;0;0;5
94;61;44;6;12.5;3;1;0;1;2
134;84;52;8;12;7;1;1;1;8
140;76;44;10;12.5;5;1;0;1;2
108;66;44;9;12;5;1;0;1;7
94;65;45;7;17;10;1;0;0;2
130;56;40;5;3.5;10;1;1;0;7
92;66;44;9;11.5;7;1;0;0;6
155;85;47;11;12.7;5;1;0;1;5
108;81;48;8;13;15;0;0;1;5
108;66;43;7;17;2;1;0;1;4
135;76;50;8;10.5;15;1;0;1;3
135;77;50;8;10.5;10;0;1;1;3
100;57;43;5;11.5;10;1;1;1;6
170;75;48;7;7.5;3;1;1;1;3
87;61;43;6;12;15;1;0;1;7
94;62;38;8;17;3;1;0;1;4
115;61;42;5;3.5;10;1;1;0;7
223;63;38;7;7.5;3;1;1;1;3
160;80;51;8;3;10;1;1;1;1
138;66;44;9;4.5;2;1;0;1;8
125;77;40;11;13;10;0;1;1;5
120;68;47;8;12.5;5;0;0;0;3
85;60;43;10;13;7;0;0;0;5
113;91;52;9;6.5;10;1;1;1;2
115;69;46;6;12;5;1;1;1;8
95;75;43;11;14.5;10;0;0;1;3
125;83;48;9;12;3;1;0;1;5
109;66;46;8;15.5;5;1;0;1;1
167;113;64;13;14.5;5;0;1;1;3
190;77;54;9;9;5;0;1;1;3
158;88;61;9;10.5;15;1;1;1;3
151;102;70;9;10.5;12;1;1;1;7
160;77;48;8;12;7;1;1;0;8
87;56;37;6;7;7;0;0;1;4
87;58;45;5;10;3;1;0;1;6
95;76;45;10;14.5;10;0;0;1;3
170;102;58;12;13;5;1;0;1;5
110;75;53;10;10.5;15;1;0;0;7
180;83;53;8;10.5;5;1;0;1;3
178;80;54;9;3;5;1;1;1;1
92;60;44;6;12.5;15;1;0;0;2
149;95;57;8;10.5;15;0;1;1;3
95;61;43;6;14.5;5;1;0;1;2
130;67;46;7;9;5;1;1;1;4
92;63;38;8;12;10;0;0;1;8
96;60;45;6;12;10;1;0;1;7
93;59;38;6;13.5;7;1;0;0;6
103;64;40;8;10.5;10;0;0;0;3
112;79;47;10;17;10;1;0;1;4
94;63;38;8;17;12;1;0;0;2
156;70;48;7;9;2;1;1;1;4
82;54;35;6;9;10;1;1;0;4
185;78;53;8;7.5;15;1;1;1;8
98;60;44;6;14.5;15;1;0;1;3
113;80;48;8;12;10;1;0;1;5
175;83;55;9;3;15;1;1;1;1
99;65;44;7;10.5;5;1;0;1;3
87;63;45;6;10;10;1;0;0;6
73;51;34;6;13.5;10;1;0;1;6
220;148;85;14;14.5;7;0;1;1;3
185;76;43;10;8;10;1;0;1;1
150;85;57;10;9;7;1;1;0;3
115;75;42;8;12;15;0;0;1;7
155;72;52;7;3;5;0;0;1;1
125;83;48;9;12;3;1;0;1;5
113;85;53;12;12.7;10;0;0;0;5
105;66;46;11;12;7;1;0;0;5
130;72;44;10;6;5;1;0;0;6
250;100;50;15;12.7;5;1;0;1;5
97;76;45;10;12;10;1;1;1;5
165;69;47;7;4.5;5;0;1;1;8
161;108;60;13;14.5;10;0;1;1;3
110;77;46;9;15.5;3;1;0;1;1
145;90;52;9;12;15;1;1;0;7
470;146;86;16;14.5;5;1;1;1;3
113;75;45;10;13;10;1;0;1;5
260;107;58;14;13;1;1;0;1;5
200;71;46;8;4.5;5;1;1;0;8
100;75;45;10;13;5;0;0;1;5
170;82;52;15;5;1;1;1;1;4
163;115;66;15;13.5;10;0;0;1;1
136;74;45;10;10;15;1;0;0;6
89;59;38;6;12;15;1;0;1;7
125;76;45;10;15.5;10;0;0;1;1
260;110;71;18;4.5;7;1;1;1;8
123;66;43;8;10;5;1;1;1;6
115;80;48;12;12.7;5;0;0;1;5
129;66;44;9;9;15;1;0;0;4
104;72;48;9;10.5;10;1;0;0;3
89;79;52;10;15.5;10;1;0;1;1
145;71;43;8;9;5;1;1;0;3
100;75;45;10;12;10;1;1;1;5
135;72;45;10;14.5;2;1;0;1;2
93;59;44;5;14.5;10;1;0;1;3
87;58;38;6;12;15;1;0;0;8
138;66;44;14;4.5;2;1;0;1;8
108;66;42;6;3.5;3;1;1;0;7
85;61;45;6;13.5;15;1;0;1;6
109;79;45;13;14.5;5;0;0;1;3
180;81;53;9;8;7;1;1;0;1
80;56;37;6;12;10;1;1;0;8
185;75;48;10;7;3;1;1;1;4
110;71;43;10;14.5;20;0;0;1;3
87;59;44;6;13.5;10;1;0;1;1
108;64;43;9;3.5;10;0;0;0;7
112;74;44;11;12.7;10;1;0;1;5
103;70;44;10;15.5;7;1;0;1;1
128;83;44;10;7;2;1;0;1;5
107;67;46;8;13.5;7;0;0;1;1
120;75;45;10;14.5;10;0;0;1;3
83;55;38;7;11;10;1;1;0;8
100;60;39;9;15.5;10;1;0;1;1
127;79;46;10;17;5;1;0;1;2
80;59;39;6;8;15;0;0;1;1
210;71;45;15;9;1;1;1;1;4
74;51;35;6;13.5;10;1;0;0;6
155;77;50;8;8;5;0;1;1;1
138;69;45;9;4.5;5;1;0;1;8
130;60;42;7;9;10;1;1;0;3
144;66;45;8;9;7;1;1;1;3
102;58;41;6;11;5;1;1;1;8
89;58;42;6;9;10;0;0;0;4
116;85;45;10;12;15;0;0;1;7
105;78;54;9;11;10;1;1;1;5
89;64;39;8;14.5;5;0;0;0;2
128;85;52;10;14.5;10;0;0;0;3
150;84;48;10;13.5;10;0;0;0;6
120;68;45;8;10.5;5;0;0;1;3
105;68;41;8;17;5;1;0;0;2
165;74;46;10;5;10;1;0;1;4
110;76;45;10;14.5;10;0;0;1;3
75;51;34;6;14.5;7;0;0;1;3
92;60;45;6;15.5;5;1;0;1;1
129;99;55;11;10.5;15;1;0;0;3
105;55;40;6;9;7;0;0;1;4
80;50;34;6;11.5;10;1;0;1;6
132;78;46;10;12.5;12;1;0;0;2
105;75;42;8;13.5;10;0;0;1;6
92;68;44;10;10.5;10;0;0;1;7
101;65;44;8;11.5;7;1;0;1;6
81;54;36;6;10;10;1;0;1;6
140;68;47;8;9;5;1;1;1;4
140;82;61;6;3.5;7;1;1;1;7
118;74;52;9;7.5;7;0;1;1;8
127;82;50;10;10.5;7;0;0;0;3
112;74;52;7;11;5;1;1;0;8
160;80;52;9;7.5;7;1;1;0;3
130;78;46;11;13.5;10;1;0;1;1
125;77;44;10;14.5;7;1;0;1;2
82;70;40;8;17;7;0;0;1;2
158;78;51;8;9;7;1;1;1;4
140;75;40;11;13;5;0;0;1;5
270;105;74;10;5;1;1;1;1;4
110;67;45;8;13.5;5;0;0;1;1
120;64;43;7;9;5;0;0;1;4
730;134;102;10;9;10;1;1;1;4
100;77;45;8;12;15;0;0;0;7
77;59;38;6;12;10;0;1;0;7
130;79;44;10;13.5;10;0;0;1;6
150;71;44;9;8;5;1;1;1;1
176;104;55;11;9;5;1;0;1;3
87;60;43;6;12;5;0;0;1;7
79;57;43;6;10.5;10;0;1;1;3
156;79;54;8;9;10;1;1;1;3
185;79;47;10;3;3;1;1;1;1
102;65;44;7;15.5;5;1;0;1;1
200;88;60;7;3;5;1;1;1;1
90;66;43;9;15.5;10;1;0;0;1
310;100;62;17;4.5;15;1;0;1;8
155;60;40;8;7.5;5;1;1;1;3
130;70;45;9;10.5;15;1;0;1;3
122;75;46;11;13.5;15;1;0;1;6
210;79;53;8;7;5;1;1;1;4
83;52;34;6;14.5;10;0;0;0;3
90;63;44;6;17;5;1;0;1;2
95;63;39;8;17;1;1;0;1;2
78;56;39;6;12;5;1;1;0;7
115;74;45;10;12.7;15;1;0;1;5
110;67;41;9;13.5;10;0;0;0;6
86;58;38;6;11.5;7;1;0;1;6
107;57;41;6;12.5;10;1;1;1;3
80;60;45;6;13.5;5;0;0;1;6
93;58;42;6;12;5;0;1;0;7
98;64;43;7;12;15;1;0;1;7
230;80;46;13;5;4;1;1;1;4
95;72;43;12;12.7;7;0;0;0;5
170;106;64;13;12;15;1;0;1;8
170;79;50;9;4.5;2;1;0;0;8
140;68;46;7;9;10;1;0;1;4
200;100;60;12;7;7;0;0;1;4
82;60;41;6;11.5;5;1;1;1;6
130;76;46;11;13;5;0;0;1;5
87;60;43;6;13.5;10;0;0;1;6
99;60;44;6;12.5;10;1;0;1;2
100;72;42;10;14.5;20;0;0;0;3
93;59;39;6;15.5;10;1;0;1;1
83;56;37;6;10;15;1;0;1;6
138;79;47;10;7;10;0;0;1;4
133;85;50;9;12;10;0;0;1;7
135;79;45;13;15.5;7;1;0;1;1
150;76;50;8;9;7;1;1;1;4
170;80;46;10;10;5;1;0;0;6
110;57;40;5;7.5;7;1;1;0;3
105;64;40;7;7;10;1;0;0;4
110;71;44;8;15.5;7;0;0;1;1
95;65;46;8;13.5;7;0;0;0;6
115;57;38;8;12;5;1;0;1;7
150;78;46;10;9;10;0;0;1;4
